Title,Release_Year,Location,Fun_Facts,Production_Company,Distributor,Director,Writer,Actor_1,Actor_2,Actor_3,Latitude,Longitude,Accuracy_Score,Accuracy_Type,Number,Street,City,State,County,Zip,Country
Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr. ",Rick Springfield,,Whoopi Goldberg,37.738802,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,San Francisco County
Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Harold and Maude,1971,Sutro Baths (Point Lobos Avenue),,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Harold and Maude,1971,Golden Gate Park,,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,Sam Elliot,37.779414,-122.431952,1,street_center,,Golden Gate Ave,San Francisco,CA,San Francisco County,94115,San Francisco County
Heart and Souls,1993,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,37.789434,-122.406957,1,intersection,,Stockton St,San Francisco,CA,San Francisco County,94108,San Francisco County
Heart and Souls,1993,2810 Pacific Avenue,,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,37.792743,-122.442084,1,rooftop,2810,Pacific Ave,San Francisco,CA,San Francisco County,94115,San Francisco County
Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,Sam Elliot,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Heart and Souls,1993,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,,37.794639,-122.411663,1,street_center,,Washington St,San Francisco,CA,San Francisco County,94108,San Francisco County
Heart Beat,1980,City Lights Bookstore (261 Columbus),"One of the country's earliest bookstores, City Lights was founded by, and still owned by beat poet Lawrence Ferlinghetti. The bookstore was often frequented by Beat writers like Allen Ginsberg and Jack Kerouac.",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),,"Attaboy Films, For Whom Productions, Home Box Office (HBO)",Home Box Office (HBO),Philip Kaufman,Jerry Stahl & Barbara Turner,Nicole Kidman,Clive Owen,Tom Cruise,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Herbie Rides Again,1974,Castagnola's Restaurant (Fisherman's Wharf),,Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Herbie Rides Again,1974,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Herbie Rides Again,1974,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Hereafter,2010,Hobart Building (582 Market Street),,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,37.788684,-122.411388,1,street_center,,Hobart Aly,San Francisco,CA,San Francisco County,94108,San Francisco County
Hereafter,2010,The Final Final (2990 Baker Street),,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Hereafter,2010,1160 Taylor Street,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,37.793264,-122.412626,1,rooftop,1160,Taylor St,San Francisco,CA,San Francisco County,94108,San Francisco County
High Anxiety,1977,Hyatt Regency Hotel (5 Embarcadero Center),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
High Anxiety,1977,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.762103,-122.43065,1,street_center,,Ford St,San Francisco,CA,San Francisco County,94114,San Francisco County
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Innerspace,1987,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Chazz Palminteri,37.802741,-122.407337,1,street_center,,Telegraph Pl,San Francisco,CA,San Francisco County,94133,San Francisco County
High Crimes,2002,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
High Crimes,2002,391 Pennsylvania Avenue at 19th Street,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Carl Franklin,Yuri Zeltser,Ashley Judd,Morgan Freeman,,37.761476,-122.393487,1,intersection,,19th St,San Francisco,CA,San Francisco County,94107,San Francisco County
High Crimes,2002,Vesuvio CafÃƒÂ© (255 Columbus Avenue),Jack Kerouac was a regular at the cafÃƒÂ©.,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
High Crimes,2002,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"". ",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.799466,-122.415762,1,street_center,,Union St,San Francisco,CA,San Francisco County,94133,San Francisco County
High Crimes,2002,Maiden Lane,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.788277,-122.40358,1,street_center,,Maiden Ln,San Francisco,CA,San Francisco County,94108,San Francisco County
High Crimes,2002,Condor Club (Columbus and Broadway),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
High Crimes,2002,Chase H & Q  (1 Bush Street at Sansome),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.773213,-122.419607,1,street_center,,Chase Ct,San Francisco,CA,San Francisco County,94103,San Francisco County
Homeward Bound II: Lost in San Francisco,1996,Pier 39 (Fisherman's Wharf),,Walt Disney Pictures,Buena Vista Pictures,David R. Ellis,Sheila Burnford,Michael J. Fox,Sally Field,,37.795146,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
How Stella Got Her Groove Back,1998,Marriot Hotel (55 4th Street at Market),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Kevin Rodney Sullivan,Terry McMillan,Angela Bassett,Taye Diggs,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Hulk,2003,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.802741,-122.407337,1,street_center,,Telegraph Pl,San Francisco,CA,San Francisco County,94133,San Francisco County
Hulk,2003,Vallejo Street at Sansome,,Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.799382,-122.402421,1,intersection,,Sansome St,San Francisco,CA,San Francisco County,94111,San Francisco County
Hulk,2003,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Hulk,2003,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.815868,-122.371774,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,San Francisco County
I Am Michael,2015,Flint & 16th (Castro),,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.763982,-122.436534,0.91,intersection,,16th St,San Francisco,CA,San Francisco County,94114,San Francisco County
I Am Michael,2015,"Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th",,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.777126,-122.429687,1,street_center,,Grove St,San Francisco,CA,San Francisco County,94117,San Francisco County
I Am Michael,2015,Ocean Beach @ Balboa,,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.726635,-122.466073,1,street_center,,Ocean Ave,San Francisco,CA,San Francisco County,94127,San Francisco County
I Am Michael,2015,4100 20th St,,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.758031,-122.43269,1,rooftop,4100,20th St,San Francisco,CA,San Francisco County,94114,San Francisco County
I Am Michael,2015,Harvey Milk Plaza,,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
I Am Michael,2015,F Train,,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
I Am Michael,2015,Sanchez/Cumberland steps and sidewalks,,ThatÃ¢â‚¬â„¢s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,37.758756,-122.430343,1,intersection,,Cumberland St,San Francisco,CA,San Francisco County,94114,San Francisco County
I Remember Mama,1948,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,37.738802,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,San Francisco County
I Remember Mama,1948,The Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Jennifer Lopez,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
I Remember Mama,1948,Grant Avenue (North Beach),,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,37.797051,-122.406827,1,street_center,,Grant Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
Indiana Jones and the Last Crusade,1989,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Paramount Pictures,Paramount Pictures,Steven Spielberg,Jeffrey Boam,Harrison Ford,Sean Connery,Chazz Palminteri,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Innerspace,1987,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Chazz Palminteri,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Interview With The Vampire,1994,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Interview With The Vampire,1994,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Interview With The Vampire,1994,100 Market Street at 6th Street,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,,37.782053,-122.410069,0.97,intersection,,6th St,San Francisco,CA,San Francisco County,94103,San Francisco County
Interview With The Vampire,1994,6th Street On-ramp to Highway 280,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,37.77785,-122.404606,1,street_center,,6th St,San Francisco,CA,San Francisco County,94103,San Francisco County
Invasion of the Body Snatchers,1978,Pier 33 (Embarcadero),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,37.795146,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
